COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN _DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,GUID_PREFIX,COLL_OBJ_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,PART_NAME_1,PART_CONDITION_1,PART_LOC_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOC_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DET_METHOD_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
1864,ekrimmel,1037,d9ceddbe-3dbf-4019-894a-f7ac3cdae228,UUID,self,[CHAS:Mamm]4232,Oceanodroma leucorhoa,legacy,E. F. Hitchings,1891-06-16,Leach's Storm Petrel. Certain. Verbatim AOU Number: 106.,6/16/1891,1891-06-16,1891-06-16,"North America, United States, Maine",,island in Penobscot Bay,Dawn R. Roberts,2014-12-10,unverified,Eggs laid in burrow among rocks.,,E. F. Hitchings,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. EXHIBIT AND LOAN HISTORY: In Exhibition Hall - Laflin Building. DATA HISTORY: Date listed as verified/cataloged is 1988-05-25. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,E. E. Armstrong 100,collector number,self,106 F/1,original identifier,self,,,,egg,Dermestid casings found in packing material [9/30/2008].,RVWD: 302: Ool Cab 06: A,1,in collection,,,,,,,,verbatim collector,E.F. Hitchings,Erica Krimmel,incubation stage,fresh,E. F. Hitchings,,,,,,,,,accepted place of collection
1865,ekrimmel,2016.2.120,bc743d4c-e9de-4d3b-8fc0-e52e04ef7c1a,UUID,self,[CHAS:Mamm]accession unknown,Oceanodroma leucorrhoa,legacy,unknown,2008-12-31,Leach's Storm Petrel. Verbatim AOU Number: 106.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-17,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-17).,723,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: H,2,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1866,ekrimmel,866,cee2a9f7-7936-4d8e-9f83-11cdfbf14dcd,UUID,self,[CHAS:Mamm]4311,Oceanodroma melania,legacy,E. E. Sechrist,1927-06-19,Black Storm-Petrel. Verbatim AOU Number: 107.,1927-06-19,1927-06-19,1927-06-19,"North America, Mexico, Baja California",,Coronado Islands,Dawn R. Roberts,2014-12-10,unverified,,,E. E. Sechrist,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""by exchange E.E. Sechrist"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-25. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",4/1-27,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [9/30/2008].,RVWD: 302: Ool Cab 06: A,1,in collection,,,,,,,,verbatim collector,E.E. Sechrist,Erica Krimmel,incubation stage,begun,E. E. Sechrist,nest description,"Egg laid in natural cavity under rock, on a few straws, well back in the dark",E. E. Sechrist,,,,,,accepted place of collection
1867,ekrimmel,1457,d0e19a31-972c-4274-b8f0-17a670366aa1,UUID,self,[CHAS:Mamm]accession unknown,Oenanthe oenanthe,legacy,unknown,2008-12-31,Northern Wheatear. Verbatim AOU Number: 765.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Dawn R. Roberts,2014-12-10,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card].; ""St. Marys 11/84"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-22. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",Saint Mary of the Lake Seminary 100,original identifier,self,,,,,,,egg,One egg cracked [5/20/2011].,RVWD: 302: Ool Cab 05: A,4,in collection,,nest,unchecked,RVWD: 302: Ool Cab 05: A,1,missing,,,,,,,,,,,,,,,,accepted place of collection
1868,ekrimmel,133,1711e21f-113d-4a92-8fe7-1c7382b641f2,UUID,self,[CHAS:Mamm]3806,Oenanthe oenanthe oenanthe,legacy,Arthur Nagozruk,1929-06-17,Northern Wheatear. Verbatim AOU Number: 765.,[transcribed directly into formatted date fields],1929-06-17,1929-06-17,"North America, United States, Alaska, Nome Quad",Wales,Wales (Metlatavik),Dawn R. Roberts,2014-12-10,unverified,,Academy Fieldwork,Arthur Nagozruk,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-22. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: K,4,in collection,,nest,unchecked,RVWD: 302: Ool Cab 06: K,1,missing,,verbatim collector,Arthur Nagozruk,Erica Krimmel,,,,,,,,,,,Eggs are light blue.,accepted place of collection
1869,ekrimmel,1212,d412d5c4-7bbd-44e7-8e8a-920821a5c56b,UUID,self,[CHAS:Mamm]4232,Oenanthe oenanthe,legacy,T. Williams,1910-05-20,Northern Wheatear. Sure. Verbatim AOU Number: 765.,[transcribed directly into formatted date fields],1910-05-20,1910-05-20,"Europe, United Kingdom, England, Lancashire, British Isles, Britain",St.-Annes-on-Sea,"west St. Annes on Sea, Lanco. [Lancashire, England]",Dawn R. Roberts,2014-12-10,unverified,In hollow in old wall.,,T. Williams,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-22. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,226,collector number,self,B/5,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: K,5,in collection,,,,,,,,verbatim collector,T. Williams,Erica Krimmel,incubation stage,begun,T. Williams,nest description,Of grass and feathers,T. Williams,,,,,,accepted place of collection
1870,ekrimmel,275,0102f6d1-e0e6-438e-bd95-0e4574a6ab65,UUID,self,[CHAS:Mamm]accession unknown,Onychoprion fuscatus,legacy,Frank Morley Woodruff,2015-11-24,Sooty Tern. Verbatim AOU Number: 75.,[no date recorded],1800,2015-11-24,"West Indies, Bahamas, Bahama Islands",,"Bahamas, British West Indies",Pat Munroe,2011-04-26,unverified,,,Frank Morley Woodruff,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,10638,CHAS:Egg,self,27C-497,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,1,in collection,,,,,,,,verbatim collector,F.M. Woodruff,Erica Krimmel,,,,,,,,,,,,accepted place of collection
1871,ekrimmel,389,8ba95c7a-5edb-4257-b644-d6a399be85b5,UUID,self,[CHAS:Mamm]4045,Onychoprion fuscatus,legacy,G. D. Smooker,1927-05-28,Sooty Tern. Verbatim AOU Number: 75.,1927-05-28,1927-05-28,1927-05-28,"West Indies, Jamaica, Greater Antilles, Jamaica",,"Morant Cays, Jamaica, B.W.I. [British West Indies]",Pat Munroe,2011-04-26,unverified,Placed in hollows of the sea-shore sand.,,G. D. Smooker,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,47/I,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,1,in collection,,,,,,,,verbatim collector,(?) for G.D. Smooker for P.B. Peabody,Erica Krimmel,incubation stage,"none, in most",G. D. Smooker,,,,,,,,"(Nestings colonial, -of course).  This is a verbatim copy of the one data send me with some forty-five eggs:  Attest, -Eggs taken for G.D. Smooker.",accepted place of collection
1872,ekrimmel,1466,91f9f559-2f62-4f10-9edd-6d773db5faac,UUID,self,[CHAS:Mamm]accession unknown,Onychoprion fuscatus,legacy,D. P. Ingraham,1899-05-19,Sooty Tern. Verbatim AOU Number: 75.,5/19/1899,1899-05-19,1899-05-19,"West Indies, Bahamas, Bahama Islands",,"Ship Channel Key, Bahamas, British West Indies",Pat Munroe,2011-04-26,unverified,,,D. P. Ingraham,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 114,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,1,in collection,,,,,,,,verbatim collector,Captain D.P. Ingraham,Erica Krimmel,incubation stage,fresh,D. P. Ingraham,nest description,Eggs laid on bare sand. ,D. P. Ingraham,,,,,A colony here.,accepted place of collection
1873,ekrimmel,1467,d325f12e-2efd-4824-b6f2-b5dbb85bd153,UUID,self,[CHAS:Mamm]accession unknown,Onychoprion fuscatus,legacy,Alan Owston,1912-05-31,Sooty Tern. Verbatim AOU Number: 75.,2015-05-12,1912-05-01,1912-05-31,"Asia, Japan",,south Japan,Pat Munroe,2011-04-26,unverified,On gravel-like beach.,,Alan Owston,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 115,original identifier,self,000/1,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,1,in collection,,,,,,,,verbatim collector,Alan Owston of So. Robame.,Erica Krimmel,incubation stage,all fresh,Alan Owston,,,,,,,,Eggs all about this section of Island.,accepted place of collection
1874,ekrimmel,1959.2.68,e80bbe33-3e11-498f-9fa5-6da69cb6b832,UUID,self,[CHAS:Mamm]1959.2,Onychoprion fuscatus,legacy,unknown,1959-10-25,Sooty Tern. Verbatim AOU Number: 75.,[no date recorded],1879-03-24,1959-10-25,no higher geography recorded,,[no locality recorded],Amber King,2005-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Cusack Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2005-11-05).,685 75,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: J,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1875,ekrimmel,388,63ca0c18-7f00-4ce0-8c26-450c148d5d00,UUID,self,[CHAS:Mamm]4045,Onychoprion fuscatus,legacy,G. D. Smooker,1927-05-28,Sooty Tern. Verbatim AOU Number: 75.,1927-05-28,1927-05-28,1927-05-28,"West Indies, Jamaica, Greater Antilles, Jamaica",,"Morant Cays, Jamaica",Dawn R. Roberts,2014-12-10,unverified,In hollows scoop in the sands of the sea-shore.,,G. D. Smooker,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""By exchange from P.B. Peabody"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",40/I,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: H,1,in collection,,,,,,,,verbatim collector,(?) for G.D. Smooker for P.B. Peabody,Erica Krimmel,incubation stage,"none, or in a few cases very slight",G. D. Smooker,,,,,,,,"(However, in portions of Florida - (Dry Tortugas), and of Texas, the eggs are placed in MADE NESTS, on sea-grapes.   In Japan, the nest-less type of egg-placing seems to be the rule.  This is a verbatim copy of the Field Notes received with over 40 eggs. I96.",accepted place of collection
1876,ekrimmel,2016.2.121,c29275fc-4204-4b00-a293-3295e7bda6b8,UUID,self,[CHAS:Mamm]accession unknown,Onychoprion fuscatus,legacy,unknown,2015-11-24,Sooty Tern. Verbatim AOU Number: 75.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2009-08-27,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2009-08-27).,BD-2430,collector number,self,,,,,,,egg,Fair. Both eggs cracked.,RVWD: 302: Ool Cab 07: D,2,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1877,ekrimmel,1242,caf6ceda-7e97-4ff9-aacc-42908920cdb3,UUID,self,[CHAS:Mamm]4232,Oporornis formosus,legacy,Wilmer Woodward,1907-06-16,Kentucky Warbler. Verbatim AOU Number: 677.,[transcribed directly into formatted date fields],1907-06-16,1907-06-16,"North America, United States, Pennsylvania, Chester County",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,On the ground in the woods.,,Wilmer Woodward,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-21. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,334,collector number,self,4-5,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: M,5,in collection,,,,,,,,verbatim collector,Wilmer Woodward,Erica Krimmel,incubation stage,fresh,Wilmer Woodward,nest description,Made of leaves lined with black roots,Wilmer Woodward,,,,,,accepted place of collection
1878,ekrimmel,1453,c80a0d64-0a5b-42cc-9805-9e3fa3c8949f,UUID,self,[CHAS:Mamm]accession unknown,Oporornis philadelphia,legacy,C. F. Stone,1903-06-21,Mourning Warbler. Verbatim AOU Number: 679.,[transcribed directly into formatted date fields],1903-06-21,1903-06-21,"North America, United States, New York, Yates County",Branchport,[transcribed directly into formatted locality fields],Amber King,2011-05-17,unverified,On bunch of beech sprouts surrounding old stump. 3' up along woods and road in second growth and briars.,,C. F. Stone,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card].; ""St. Marys 11/84"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-21. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-17).",Saint Mary of the Lake Seminary 97,original identifier,self,1-4,original identifier,self,,,,egg,One egg broken [5/17/2011],RVWD: 302: Ool Cab 04: J,4,in collection,,,,,,,,verbatim collector,C.F. Stone,Erica Krimmel,incubation stage,tiny embryos,C. F. Stone,nest description,Herewith,C. F. Stone,,,,,,accepted place of collection
1879,ekrimmel,1243,4767ab73-54ba-4836-ac3b-d8d50b726b23,UUID,self,[CHAS:Mamm]4232,Oporornis tolmiei,ID of kin,Alexander Walker,1912-05-29,MacGillivray's Warbler. Bird at nest. Verbatim AOU Number: 680.,[transcribed directly into formatted date fields],1912-05-29,1912-05-29,"North America, United States, Oregon, Clackamas County",Mulino,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,"Placed in a hazel bush, 18"" above the ground in piece of land grown up to ferns and bushes.  Nest surrounded by ferns and weeds. ",,Alexander Walker,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-21. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,1/4 1913,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: M,4,in collection,,,,,,,,verbatim collector,Alexander Walker,Erica Krimmel,incubation stage,2 days,Alexander Walker,nest description,"Composed of grass stems and a few dried leaves, deeply cupped and lined with fine rootlets; Interior lining of horse hair.  On one side the material was quite loose and extended out to a point 3 to 4"" from the nest",Alexander Walker,,,,,"Nest, site and eggs typical.  Photo no. 19.",accepted place of collection
1880,ekrimmel,461,926434b0-9626-408b-b595-caa97c72bc96,UUID,self,[CHAS:Mamm]3904,Oreoscoptes montanus,legacy,Earl G. Wright,1931-05-14,Sage Thrasher. Verbatim AOU Number: 702.,1931-05-14,1931-05-14,1931-05-14,"North America, United States, Colorado, Fremont County",Canon City,"Canon City, Fremont County, Colorado",Amber King,2011-05-19,unverified,,,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-06-21. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-19).,,,,,,,,,,egg,Insect casings found in packing material [9/23/2008].,RVWD: 302: Ool Cab 04: K,4,in collection,,nest,unchecked,RVWD: 302: Ool Cab 04: K,1,missing,,verbatim collector,E.G. Wright,Erica Krimmel,,,,,,,,,,,,accepted place of collection
1881,ekrimmel,1197,ce46e501-bafb-46d4-b84c-14fc83ed5cb0,UUID,self,[CHAS:Mamm]4232,Oreoscoptes montanus,legacy,M. R. Cheesman,1908-05-22,Sage Thrasher. Verbatim AOU Number: 702.,[transcribed directly into formatted date fields],1908-05-22,1908-05-22,"North America, United States, Utah, Salt Lake County",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,A sage bush about 1.5' from ground.,,M. R. Cheesman,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-21. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,1410-5,original identifier,self,315 5/22/08,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: K,5,in collection,,,,,,,,verbatim collector,M.R. Cheesman,Erica Krimmel,,,,nest description,Of small twigs lined with barking,M. R. Cheesman,,,,,,accepted place of collection
1882,ekrimmel,1968.25.62,68e71142-a983-4e4f-89b5-1bf860f3f69f,UUID,self,[CHAS:Mamm]1968.25,Ortalis vetula,legacy,unknown,2008-12-31,Plain Chachalaca. Verbatim AOU Number: 311.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-11-05,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Sears Collection. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-11-05).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 05: I,2,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
1883,ekrimmel,785,89bbbd81-3d04-475f-842a-3c75a4811ad7,UUID,self,[CHAS:Mamm]4232,Ortalis vetula mccalli,legacy,Austin Paul Smith,1910-05-05,Plain Chachalaca. Verbatim AOU Number: 311.,1910-05-08,1910-05-05,1910-05-05,"North America, United States, Texas, Cameron County",Brownsville,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,In dense grove in low branches of Leuceana tree.,,Austin Paul Smith,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-06-06. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,E. E. Armstrong 1295,collector number,self,c279,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: F,3,in collection,,,,,,,,verbatim collector,Austin Paul Smith,Erica Krimmel,incubation stage,embryos formed,Austin Paul Smith,nest description,"Composed of brush, leaves; lined or rather filled with fresh green leaves of various plants",Austin Paul Smith,,,,,,accepted place of collection
1884,ekrimmel,858,90d4b455-9a3d-4119-8482-100fbfb3d37a,UUID,self,[CHAS:Mamm]accession unknown,Oxyura jamaicensis,legacy,J. W. Sugden,1917-06-12,Ruddy Duck. Verbatim AOU Number: 167.,1917-06-12,1917-06-12,1917-06-12,"North America, United States, Utah, Salt Lake County",,Black Sloughs [Salt Lake Drainage Canal],Dawn R. Roberts,2014-12-10,unverified,,,J. W. Sugden,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Oological Collection of J. W. Sugden, Salt Lake City. 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]; ""By ex. Capt. L.R. Wolfe"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-26. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",3-6,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: D,6,in collection,,nest,unchecked,RVWD: 302: Ool Cab 06: D,1,in collection,,verbatim collector,J.W. Sugden,Erica Krimmel,incubation stage,well begun,J. W. Sugden,nest description,"On an old Muskrat House, about 5"" above the water. Water about 16"" deep",J. W. Sugden,,,,,,accepted place of collection
