status - sam,accn_number,received_from,received_year,received_month,received_day,nature_of_material,remarks,estimated_count
Done-not found in spreadsheet data,1874.16,J. H. McArthur,1874,4,1,Malacology: 1 fine specimen of coral.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Maj. J.H. McArthur",1
Done-not found in spreadsheet data,1874.17,C. A. Richardson,1874,4,1,Malacology: 2 jars of crustaceans in Alcohol.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Fr. C.A. Richardson",
Done-not found in spreadsheet data,1874.44,S. C. Clark,1874,7,1,"Malacology, Ichthyology: Specimens of shells, fish & C[sic] from N. Smyrna Florida.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. S.C. Clark",
Done-not found in spreadsheet data,1874.45,,1874,8,13,Malacology: 1 box of shells.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts].. Verbatim agency associated with: Academy of Nat. Sciences",
Done-not found in spreadsheet data,1874.48,Samuel Stone,1874,10,1,"Malacology; Botany: Shell specimens, wood.","See deed of gift in Gifts-1874 and copy in Accessions-1874 [A. King]. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Col. Samuel Stone",
Done-not found in spreadsheet data,1874.49,S. C. Clark,1874,10,5,Malacology: Fresh water shells from Florida.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. S.C. Clark",
Done-not found in spreadsheet data,1875.18,E. W. Nelson,1875,4,1,"Herptetology, Ichthyology, Malacology: 3 Turtles, 3 fishes, and fresh water shells from the Calumet River.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: E.W. Nelson",
Done-not found in spreadsheet data,1875.25,Edmond Andrews,1875,,,Malacology: 1 shell of Neyre[?].,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Dr. Edmund Andrews",1
Done-not found in spreadsheet data,1875.41,E. W. Nelson,1875,,,"Ornithology, Oology, Herpetology, Malacology, Entomology: 1 Bobolink, 19 Birds nests, Turtle, snakes, shells & insects.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: E.W. Nelson",
Done-not found in spreadsheet data,1875.47,Jared P. Smith,1875,,,"Malacology: 2 Bleached specimens of coral, Madreperla palmata & 1 specimen of squid. Number of species: 2","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Major Jared P. Smith. Verbatim agency associated with: Enigineer Corps",3
Done-not found in spreadsheet data,1875.8,R. L. Harmon,1875,3,1,"Geology, Malacology: 7 Minerals, 7 specimens of Marine shells.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: R. L. Harmon",14
Done-not found in spreadsheet data,1876.17,L. C. Clark,1876,,,Malacology: 1 specimen of Roper Nautilus & specimens in alcohol (raw from the vicinity) of New Smyrna Florida.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. L.C. Clark",
Done-not found in spreadsheet data,1876.24,H. C. Ford,1876,,,Malacology: 11 species of Shells from the Pacific Coast.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: H.C. Ford",11
Done-not found in spreadsheet data,1876.45,Daniel Thompson,1876,,,"Herpetology, Malacology, Entomology: Alcoholic specimens, 6 Snakes, 5 Reptiles, 11 Crustacean 2 species, 8 specimens of Coleoptera & Grasshopper, 1 shell of Turtle.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Mr. Daniel Thompson",31
Done-not found in spreadsheet data,1877.2,unknown,1877,4,12,"Malacology, Anthropology: Box from Cedar Keys containing shells, pottery, and other remains from a mound at Cedar Keys, Fla.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: unknown",
Done-not found in spreadsheet data,1877.21,Florida Expedition,1877,4,21,"Malacology, Herpetology: 3 Boxes containing corals, sponges, & shells 2 Turtle Shells.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Florida Expedition. Verbatim agency associated with: Chicago Academy of Sciences",
Done-not found in spreadsheet data,1877.34,Florida Expedition,1877,6,13,"Malacology, Botany: 13 Boxes, 1 Fiene[?], 3 barrell, 2 Packages Palm Tree.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Florida Expedition. Verbatim agency associated with: Chicago Academy of Sciences",
Done-not found in spreadsheet data,1877.53,J. R. Hibbard,1877,10,10,Malacology: Specimens of Anatifera dentata from Nantucket.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Rev. J.R. Hibbard",
Done-not found in spreadsheet data,1877.57,W. H. Summers,1877,11,5,Malacology: 1 Specimen of Echinus.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: W.H. Summers",1
Done-not found in spreadsheet data,1878,James M. Southwick,1903,9,7,Malacology: Crabs. Number of species: 1,"Date: '5-1903'. Information from accession book. Verbatim received from agent: James M. Southwick, Curator. Verbatim agency associated with: Museum of Natural History, Roger Williams Park",4
Done-not found in spreadsheet data,1878.14,Joseph R. Putnam,1878,5,2,"Malacology: One box of shells.  Collected at London, E.Tennessee at head of ""Muscle Shoals"" Tenn. River.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Joseph R. Putnam",
Done-not found in spreadsheet data,1878.17,Elizabeth Emerson Atwater,1878,6,1,"Malacology, Geology, Anthropology, Botany, Mammalogy: 30 boxes of specimens all in Conchology, Mineralogy, Archeology, etc, etc.; 2 trunks and sundry packages of botanical specimens, 1 case of drawers, 1 pair of Elk horns, 2 pr. of Deer horns locked, 1 pair of deer horns. Archaeology specimens include stones collected from around Europe.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: S.F. Atwater for his wife Mrs. Eliz. E. Atwater",
Done-not found in spreadsheet data,1878.25,S. S. Clarke,1878,6,27,"Mammalogy, Ichthyology, Entomology, Malacology, Arachnology: Box containing cranum of Manatee & 2 ribs, Cranium of Alligator, Cowfish, specimens of Physalia [Portuguese Man 'o War], 1 spec. of Thelyphonus giganteus [Giant Whip Scorpion].","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: S.S. Clarke",
Done-not found in spreadsheet data,1878.33,F. O. C. Richardson,1878,9,7,Malacology: 6 specimens sponges in Exchange.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Dr. F.O.C. Richardson",6
Done-not found in spreadsheet data,1878.6,S. C. Clark,1878,3,12,Malacology: 7 Species of Shells. Number of species: 7,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: S.C. Clark",
Done-not found in spreadsheet data,1879,James M. Southwick,1903,9,7,Malacology: Alcoholic mollusks [molluscs].,"Date: '5-1903'. Information from accession book. Verbatim received from agent: James M. Southwick, Curator. Verbatim agency associated with: Museum of Natural History, Roger Williams Park",20
Done-not found in spreadsheet data,1879.26,William H. Ballou,1879,10,1,"Geology, Malacology, Anthropology: specimens of coal from Demoine[Des Moines], shells from Demoise [Des Moines] River & crystals of maple sugar from N.Y.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: W.H. Ballou",
Done-not found in spreadsheet data,1879.27,E. W. Blatchford,1879,10,1,"Ichthyology, Malacology: 7 specimens of Fish from N. England coast at Woods Hole, specimens of coral Starfish, sea moss 2 spe shells 2 specimens of crab Lupu[?] dicanthu[?] & sea urchins.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: E.W. Blatchford",
Done-not found in spreadsheet data,1879.3,J. W. Dawson,1879,1,20,"Malacology, Paleontology: 1 Box containing shells & fossil plants, also shells from Mrs. Carpenter.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: J.W. Dawson",
Done-not found in spreadsheet data,1879.7,,1879,2,14,Malacology: 2 Boxes of Shells containing about 1375 species. Number of species: 1375,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts].. Verbatim agency associated with: Boston Society of Nat. Hist.",
Done-not found in spreadsheet data,1880.1,Ellis Sylvester Chesbrough,1880,3,1,"Paleontology, Malacology: specimens of fossil, fresh water shells.","Ellis Sylvester Chesbrough was City Engineer of Chicago, IL; worked on the great Chicago lake tunnel in 1864-67. Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: E.S. Chesbrough Ellis Sylvester Chesbrough",
Done-not found in spreadsheet data,1880.6,George C. Walker,1880,7,29,"Paleontology, Geology, Malacology: specimens of fossil sharks teeth, specimens of fossil Elephants bones, specimens of fossil Horses teeth, specimens of bone phosphate, specimens of Barnacles, from Beaufort, N.C.","Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Geo. C. Walker, Esq.",
Done-not found in spreadsheet data,1885,John J. Steward,1903,9,30,Malacology: Niagara Coral.,Information from accession book. Verbatim received from agent: John J. Steward,1
Done-not found in spreadsheet data,1890.3,Davis,1890,,,Malacology: 1 box of California shells.,"Information from record book citing materials on hand from 1872-1890. Accessioned, no number. Accession number assigned August 2015 [D. Roberts]. Verbatim received from agent: Davis",
Done-not found in spreadsheet data,1891,unknown,1903,10,13,Malacology: Mollusk [Mollusc].,Information from accession book. Verbatim received from agent: unknown,1
Done-not found in spreadsheet data,1895,Joseph R. Putnam,1903,11,2,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: J.R. Putnam,15
