GUID,ACCN,TAXON_NAME,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTOR_AGENT_1,COLLECTOR_AGENT_2,PART_LOT_COUNT_1,PART_DISPOSITION_1,Identification 1,Identification 2,Identification 3,Type status (not on Arctos),Reference (not on Arctos),Figured Specimens (not on Arctos)
CHAS:Inv:22169,[CHAS:Mamm]2921,Pachycheilus vallesensis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, Mexico, San Luis Potosi",Valles River,"FROM SPECIMEN: Valles River, Valles; FROM ORIGINAL CATALOG BOOK: Valles R., Valles, Mexico",A. A. Hinkley,,10,in collection,,,,cotype (paratype),Publication: The Nautilus: Volume 21 (July 1907) pg. 25,"plate V, Figs. 1-10"
CHAS:Inv:22241,[CHAS:Mamm]2495,Pachycheilus vallesensis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, Mexico, San Luis Potosi",Valles River,"FROM SPECIMEN: Valles River, Valles; FROM ORIGINAL CATALOG BOOK: Valles River, Valles, Mexico",A. A. Hinkley,,9,in collection,,,,cotype (paratype),Publication: The Nautilus: Volume 21 (July 1907) pg. 25,"plate V, Figs. 1-10"
CHAS:Inv:25145,[CHAS:Mamm]2921,Pachycheilus vallesensis attenuata,Gastropod.,[no date recorded],1800,2017-07-01,"North America, Mexico, San Luis Potosi","Chaimai Creek, between Valles and Pujal","FROM SPECIMEN: Chaimai Creek, between Valles and Pujal; FROM ORIGINAL CATALOG BOOK: Chaimai Creek, between Valles and Pujal, Mexico",A. A. Hinkley,,28,in collection,,,,topotype,,
CHAS:Inv:18651,[CHAS:Mamm]1294,Fontigens nickliniana,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County",Evanston,"FROM ORIGINAL CATALOG BOOK: Evanston, Illinois",unknown,,2,in collection,Paludestrina nickliniana,,,,,card with figure kept with specimens; 5 missing
CHAS:Inv:16349,[CHAS:Mamm]accession unknown,Pandora trilineata,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. Specimen has glue on both valves.
CHAS:Inv:6877,[CHAS:Mamm]10,Partula {Partula adusta},Burnt-like Partula.,[no date recorded],1800,2017-07-01,"Asia, India",east India,FROM SPECIMEN: East India; FROM ORIGINAL CATALOG BOOK: Eastern India [India],Academy of Natural Sciences of Philadelphia,,4,in collection,,,,paratype,,
CHAS:Inv:18075,[CHAS:Mamm]accession unknown,Pecten sp.,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,16,missing,,,,,,"FIGURE. Animal of Pecten. Valves open to show the animal. S, shell br, barnchiae: m, mantle, with a row of round black eyes at base"
CHAS:Inv:17719,[CHAS:Mamm]accession unknown,Cyrtopleura costata,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Pholas costata,Pholas costatus,,,,FIGURE.Glue residue on one valve
CHAS:Inv:19740,[CHAS:Mamm]2085,Euglesa casertana,Bivalve.,"8-12-03 [August 12, 1903]",1903-08-12,1903-08-12,"North America, United States, Indiana, Steuben County","Lake James, spring","FROM SPECIMEN: Lake James; FROM ORIGINAL CATALOG BOOK: Spring, L. [Lake] James, Steuben Co., Ind. [Indiana]",unknown,,3,in collection,Pisidium danielsi,Pisidium casertanum,,paratype,,
CHAS:Inv:21409,[CHAS:Mamm]2274,Euglesa casertana,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Wisconsin, Walworth County",Lake Geneva,"FROM SPECIMEN: Lake Geneva, Wis; FROM ORIGINAL CATALOG BOOK: Lake Geneva, Wisconsin",unknown,,1,in collection,Pisidium fragillimum,Pisidium casertanum,Corneocyclas {Corneocyclas fragillimum},cotype [paratype],Publication: The Nautilus: Volume 20 (June 1906) pg. 18 [Under Pisidium fragillimum.],
CHAS:Inv:21410,[CHAS:Mamm]2274,Euglesa casertana,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Antrim County",Elk Rapids,"FROM SPECIMEN: Elks Rapids, Mich; FROM ORIGINAL CATALOG BOOK: Elks Rapids, Michigan",unknown,,30,in collection,Pisidium levissimum,Pisidium casertanum,Corneocyclas sp.,cotype [paratype],Publication: The Nautilus: Volume 20 (June 1906) pg. 18-19[Under Pisidium levissimum.],
CHAS:Inv:21411,[CHAS:Mamm]2274,Pisidium compressum,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Chicago, Lake Michigan","FROM SPECIMEN: Lake Michigan; FROM ORIGINAL CATALOG BOOK: Lake Michigan, Chicago, [Illinois]",unknown,,1,in collection,Pisidium {Pisidium peralatum},Pisidium peraltum,Corneocyclas {Corneocyclas peralatum},cotype [paratype],,
CHAS:Inv:8396,[CHAS:Mamm]60,Helisoma trivolvis,Ram's Horn Snail.,[no date recorded],1800,2017-07-01,"North America, United States",Calumet River,FROM SPECIMEN: Calumet River; FROM ORIGINAL CATALOG BOOK: Calumet River,unknown,,2,in collection,Planorbis trivolvis {Planorbis trivolvis distortus},,,syntype,,
CHAS:Inv:2017.13.1976,[CHAS:Mamm]2017.13,Pleurobema strodeanum,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Monroe County","Burnt Corn, Burnt Corn Creek","FROM SPECIMEN: Burnt Corn Creek, Ala.",unknown,,2,in collection,Pleurobema patsaligensis,,,cotype,"No information specific to this specimen has been published. Information for the holotype (P. patsaligensis) named by C.T. Simpson can be found in ""New and Unfigured Unionidae"", Proceedings of the Academy of Natural Science of Philadelphia, Vol. 52 (1900) pp. 82",
CHAS:Inv:20279,[CHAS:Mamm]1996,Pleurobema rubrum,Bivalve.,1904-07-01T00:00:00Z,1904-07-01,1904-07-31,"North America, United States, Iowa, Clayton County","McGregor, Mississippi River","FROM SPECIMEN: Mississippi River; FROM ORIGINAL CATALOG BOOK: McGregor, Iowa",Chicago Academy of Sciences,,1,in collection,Pleurobema pyramidata,Pleurobema {Pleurobema media},,,,plate 53 f 6
CHAS:Inv:17727,[CHAS:Mamm]accession unknown,Plicatula gibbosa,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Plicatula ramosa,,,,,FIGURE.Glue residue on one valve
CHAS:Inv:2017.13.2011,[CHAS:Mamm]2017.13,Pleurobema rubellum,Bivalve.,1899,1899-01-01,1899-12-31,"North America, United States, Alabama, Tuscaloosa County","Tyner, North River","FROM SPECIMEN: North River, Ala. / Tyner, Ala.",unknown,,2,in collection,Pleurobema hagleri,,,cotype,"No published reference to this specific specimen. However, there is holotype information for P. hagleri which references the same locality information on the original label. Publication is The Nautilus, Vol. 13 (February 1900), No. 10, pp. 109-110 and Plate II",
CHAS:Inv:21108,[CHAS:Mamm]accession unknown,Neverita duplicata,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Polinicea {Polinicea duplicata},Polinices duplicatus,,,,"FIGURE. Specimen has glue residue on it, and a wedge has been cut out of the body whorl to expose the collumella."
CHAS:Inv:22077,[CHAS:Mamm]2749,Pomatiopsis hinkleyi,Gastropod.,1904,1904-01-01,1904-12-31,"North America, United States, Alabama, Lauderdale County",Florence,"FROM SPECIMEN: Florence; FROM ORIGINAL CATALOG BOOK: Florence, Alabama",A. A. Hinkley,,10,in collection,,,,topotype,,T.H. Aldrich (Exchange)
CHAS:Inv:10169,[CHAS:Mamm]2262,Pomatiopsis hinkleyi,Gastropod.,1894,1894-01-01,1894-12-31,"North America, United States, Alabama, Lauderdale County",Florence,"FROM SPECIMEN: Florence; FROM ORIGINAL CATALOG BOOK: Florence, Alabama",unknown,,10,in collection,,,,"paratype [""From TYPE lot.""]",,
CHAS:Inv:8081,[CHAS:Mamm]81,Potamides {Potamides retiferus},Gastropod.,[no date recorded],1800,2017-07-01,Asia,East Indies,FROM SPECIMEN: East Indies; FROM ORIGINAL CATALOG BOOK: East Indies,unknown,,4,in collection,,,,,,Includes figure of animal.
CHAS:Inv:18649,[CHAS:Mamm]1294,Probythinella emarginata,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Lake County",Millers,"FROM SPECIMEN: Millers; FROM ORIGINAL CATALOG BOOK: Millers, Indiana",unknown,,5,in collection,Amnicola emarginata,,,,,All have glue residue on them. Included in box is blown up drawing of figure.
CHAS:Inv:23053,[CHAS:Mamm]accession unknown,Pseudosuccinea columella,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Florida, Manatee County",Lake Jessup,FROM SPECIMEN: Lake Jessup,Bryant Walker,,1,in collection,Pseudosuccina {Pseudosuccina columella},,,,,"plate 24, Figure 1"
CHAS:Inv:23054,[CHAS:Mamm]accession unknown,Pseudosuccinea columella,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Chicago, Lincoln Park, greenhouse","FROM SPECIMEN: Greenhouse, Lincoln Park",unknown,,4,in collection,Pseudosuccina {Pseudosuccina columella},,,,,"plate 23, figure 16-19"
CHAS:Inv:23055,[CHAS:Mamm]2262,Pseudosuccinea columella,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Washington County",Du Bois,FROM SPECIMEN: DuBois,A. A. Hinkley,,1,in collection,Pseudosuccina {Pseudosuccina columella},,,,,"plate 23, figure 20"
CHAS:Inv:23067,[CHAS:Mamm]accession unknown,Pseudosuccinea columella {Pseudosuccinea columella chalybea},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cattaraugus County",no specific locality recorded,[transcribed directly into formatted locality fields],Bryant Walker,,4,in collection,,,,,,"plate 24, figure 10-12"
CHAS:Inv:23065,[CHAS:Mamm]accession unknown,Pseudosuccinea columella {Pseudosuccinea columella chalybea},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York, Cattaraugus County",no specific locality recorded,[transcribed directly into formatted locality fields],Bryant Walker,,1,in collection,,,,,,"plate 24, figure 13"
CHAS:Inv:23062,[CHAS:Mamm]accession unknown,Pseudosuccinea columella {Pseudosuccinea columella chalybea},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Ohio, Portage County",Kent,FROM SPECIMEN: Kent,Bryant Walker,,1,in collection,,,,,,plate 24 figure 8
CHAS:Inv:23061,[CHAS:Mamm]accession unknown,Pseudosuccinea columella,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Pennsylvania",no specific locality recorded,FROM SPECIMEN: Pennsylvania,unknown,,1,in collection,Pseudosuccina {Pseudosuccina columella},,,,,"plate 23, figure 8"
CHAS:Inv:23060,[CHAS:Mamm]accession unknown,Pseudosuccinea columella,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, South Carolina, Greenwood County",Greenwood,FROM SPECIMEN: Greenwood,Bryant Walker,,1,in collection,Pseudosuccina {Pseudosuccina columella},,,,,"plate 23, figure 9"
CHAS:Inv:23057,[CHAS:Mamm]accession unknown,Pseudosuccinea columella {Pseudosuccinea columella chalybea},Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"plate 24, figure 5"
CHAS:Inv:23931,[CHAS:Mamm]accession unknown,Pseudosuccinea columella,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Pseudosuccina {Pseudosuccina columella},,,,,"plate 18, figure 5"
CHAS:Inv:23732,[CHAS:Mamm]accession unknown,Pseudosuccinea {Pseudosuccinea cat},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York",Lower Genesee River,FROM SPECIMEN: Lower Genessee R.,unknown,,2,in collection,,,,,,"plate 40, figure 11-12"
CHAS:Inv:23064,[CHAS:Mamm]2371,Pseudosuccinea columella {Pseudosuccinea columella casta},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Starke County",Bass Lake,FROM SPECIMEN: Bass Lake,Frank M. Woodruff,,6,in collection,,,,,,"plate 24, figure 14-19"
CHAS:Inv:23332,[CHAS:Mamm]accession unknown,Pseudosuccinea {Pseudosuccinea galbii},Gastropod.,[no date recorded],1800,2017-07-01,"West Indies, Bahamas, Bahama Islands, Key Saint Domingo",San Francisco,FROM SPECIMEN: San Francisco,unknown,,1,in collection,,,,,,"plate 42, figure 36"
CHAS:Inv:23775,[CHAS:Mamm]accession unknown,Pseudosuccinea {Pseudosuccinea pingui},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York",Mohawk River,FROM SPECIMEN: Mohawk River,Nason Kennicott,,2,in collection,,,,,,"plate 40, figure 27-28"
CHAS:Inv:23779,[CHAS:Mamm]accession unknown,Pseudosuccinea {Pseudosuccinea pingui},Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, New York",Seneca Lake,FROM SPECIMEN: Seneca Lake,unknown,,2,in collection,,,,,,"plate 40, figure 29-30"
CHAS:Inv:23762,[CHAS:Mamm]accession unknown,Pseudosuccinea sp.,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Michigan, Charlevoix County","Charlevoix, Lake Charlevoix, Raspberry Bay",FROM SPECIMEN: Raspberry Bay,unknown,,3,in collection,,,,,,"plate 40, figure 20-22"
CHAS:Inv:23694,[CHAS:Mamm]783,Pseudosuccinea sp.,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States",Mud Lake,FROM SPECIMEN: Mud Lake,unknown,,1,in collection,,,,,,"plate 43, figure 9"
CHAS:Inv:17672,[CHAS:Mamm]accession unknown,Pteria colymbus,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Pteria atlantica,,,,,FIGURE. Specimen has glue on both valves. Some chipping along margins of shell
CHAS:Inv:13430,[CHAS:Mamm]281,Reishia problematica,Gastropod.,[no date recorded],1800,2017-07-01,"Asia, Japan, Shizuoka Prefecture, Honshu",Seta Coast,"FROM SPECIMEN: Seta Coast; FROM ORIGINAL CATALOG BOOK: Seta Coast, Japan",unknown,,2,in collection,Purpura problematica,,,syntype,,
CHAS:Inv:18340.21,[CHAS:Mamm]accession unknown,Purpura sp.,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. See also 18340
CHAS:Inv:20704,[CHAS:Mamm]281,Reishia problematica,Gastropod.,[no date recorded],1800,2017-07-01,"Asia, Japan",Seta Coast,"FROM SPECIMEN: Seta Coast; FROM ORIGINAL CATALOG BOOK: Seta Coast, Japan",unknown,,2,in collection,Purpura problematica,,,"""From Types""","Publication: Proceedings of the Rochester Academy of Science, Vol. 1 (1891), pg. 135-136","plate 11, Figs. 2,3"
CHAS:Inv:14823,[CHAS:Mamm]941,Pyganodon grandis,Giant Floater Clam.,[no date recorded],1800,2017-07-01,"North America, United States, Wisconsin, Dane County",Fish Lake,"FROM SPECIMEN: Fish Lake; FROM ORIGINAL CATALOG BOOK: Fish Lake, Wisconsin",unknown,,4,in collection,Anodonta grandis footiana,,,,,"plate 64, figure 2-3"
CHAS:Inv:1705,[CHAS:Mamm]60,Anodonta grandis,Giant Floater Clam.,[pre June 1893],1800,1893-05-31,no higher geography recorded,no specific locality recorded,[no locality recorded],William Wirt Calkins,,1,in collection,Pyganodon grandis footianus,,,,,FIGURE. Specimen has glue on both valves.
CHAS:Inv:22172,[CHAS:Mamm]2667,Pyrgulopsis wabashensis,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Indiana, Posey County",Wabash River,"FROM SPECIMEN: Wabash River; FROM ORIGINAL CATALOG BOOK: Wabash R., Posey Co., Indiana",A. A. Hinkley,,6,in collection,,,,cotype (paratype),"Publication: The Nautilus: Volume 22 (May 1908) pg. 56 [See Nautilis, XXI, p.17, 1905. Cotypes.]",
CHAS:Inv:17721,[CHAS:Mamm]accession unknown,Rotundaria pustulosa,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,Quadrula pustulosa,Rotundaria pustulosa,,,,FIGURE.Glue residue on one valve
CHAS:Inv:2017.13.2235,[CHAS:Mamm]2017.13,Fusconaia flava,Bivalve.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Blount County","Blount Springs, Tallapoosa River",FROM SPECIMEN: Blount Springs,A. A. Hinkley,,2,in collection,Quadrula rubidula,,,cotype,"Publication: The Nautilus, Volume 19 (June 1905), No. 2, page 14. ",plate 1: Numbers 3 and 4
CHAS:Inv:23087,[CHAS:Mamm]accession unknown,Radix auricularia,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,4,in collection,,,,,,"plate 22, figs. 12-15"
CHAS:Inv:23934.2,[CHAS:Mamm]accession unknown,Radix auricularia,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"Plte 18, figure 9"
CHAS:Inv:2017.13.2255,[CHAS:Mamm]2017.13,Radix sp.,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"plate 43, figure 13"
CHAS:Inv:18341.2,[CHAS:Mamm]accession unknown,Rumina decollata,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. Both specimens with glue residue. Specimen has been bisected
CHAS:Inv:5904,[CHAS:Mamm]10,Serripes groenlandicus,Greenland Cockle.,[no date recorded],1800,2017-07-01,"North America, Greenland",no specific locality recorded,FROM SPECIMEN: Greenland; FROM ORIGINAL CATALOG BOOK: Greenland,unknown,,1,in collection,,,,,"Possibly referred to in Stimpson 1863: 142, from the Arctic Expedition of I.I. Hayes",
CHAS:Inv:20088,[CHAS:Mamm]1973,Siphonaria alternata,Gastropod.,[no date recorded],1800,2017-07-01,"West Indies, United Kingdom, Bermuda, Bermuda",no specific locality recorded,FROM SPECIMEN: Bermuda; FROM ORIGINAL CATALOG BOOK: Bermuda,unknown,,3,in collection,Siphonaria alternata intermedia,,,cotype,Publication: The Nautilus: Volume 17 (May 1903) pg. 127 ,"C.Abbot Davis (exchange) plate IV, Fig. 16"
CHAS:Inv:20089,[CHAS:Mamm]1973,Siphonaria alternata,Gastropod.,[no date recorded],1800,2017-07-01,"West Indies, United Kingdom, Bermuda, Bermuda",no specific locality recorded,FROM SPECIMEN: Bermuda; FROM ORIGINAL CATALOG BOOK: Bermuda,unknown,,2,in collection,Siphonaria alternata opalescens,,,cotype,Publication: The Nautilus: Volume 17 (May 1903) pg. 127 ,"C.Abbot Davis (exchange) plate IV, Fig. 15"
CHAS:Inv:20703,[CHAS:Mamm]281,Drupa sp.,"Gastropod. On label ""type = var. longicaudum Baker / Sistrum.""",[no date recorded],1800,2017-07-01,"North America, Gulf of California, Mexico, Baja California Sur",Bahia Tortugas,"FROM SPECIMEN: Turtle Bay, Lower California; FROM ORIGINAL CATALOG BOOK: Turtle Bay, Lower California",unknown,,1,in collection,Sistrum {Sistrum rugosoplicatum},,,holotype,"Likely referred to in Baker 1891: 58, about Baker's collection of Muricidae. ",
CHAS:Inv:20627,[CHAS:Mamm]2262,Somatogyrus constrictus,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States, Alabama, Elmore County","Wetumpka, Coosa River","FROM SPECIMEN: Coosa River; FROM ORIGINAL CATALOG BOOK: Coosa River, Wetumpka Co., Alabama",unknown,,4,in collection,,,,paratype,,
