COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MINIMUM_ELEVATION,MAXIMUM_ELEVATION,ORIG_ELEV_UNITS,HABITAT,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
302,ekrimmel,2017.10.11671,,,,[CHAS:Mamm]2017.10,Arphia pseudonietana,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-20). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
303,ekrimmel,2017.10.11672,,,,[CHAS:Mamm]2017.10,Arphia pseudonietana,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-20). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
304,ekrimmel,2017.10.11673,,,,[CHAS:Mamm]2017.10,Arphia pseudonietana,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-20). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
305,ekrimmel,2017.10.11674,,,,[CHAS:Mamm]2017.10,Arphia sulphurea,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-08-20). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
306,ekrimmel,2017.10.11675,,,,[CHAS:Mamm]2017.10,Chloealtis conspersa,legacy,unknown,,Grasshopper.,July 19 32,1932-07-19,1932-07-19,"North America, United States, Iowa, Cerro Gordo County",Mason City,FROM SPECIMEN: Mason City,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing tibia of right front leg.,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
307,ekrimmel,2017.10.11676,,,,[CHAS:Mamm]2017.10,Chorthippus curtipennis,legacy,unknown,,Grasshopper.,Mon Jun 27 1932,1932-06-27,1932-06-27,"North America, United States, Illinois, Lake County",Waukegan Moors,FROM SPECIMEN: Waukegan Moors,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
308,ekrimmel,2017.10.11677,,,,[CHAS:Mamm]2017.10,Chorthippus curtipennis,legacy,unknown,,Grasshopper.,Mon Jun 27 1932,1932-06-27,1932-06-27,"North America, United States, Illinois, Lake County",Waukegan Moors,FROM SPECIMEN: Waukegan Moors,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
309,ekrimmel,2017.10.11678,,,,[CHAS:Mamm]2017.10,Chorthippus curtipennis,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
310,ekrimmel,2017.10.11679,236,original identifier,self,[CHAS:Mamm]2017.10,Chortophaga viridifasciata,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing left hind and right front legs.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
311,ekrimmel,2017.10.11680,,,,[CHAS:Mamm]2017.10,Circotettix sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,FROM SPECIMEN: B.A.,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
312,ekrimmel,2017.10.11681,,,,[CHAS:Mamm]2017.10,Dichromorpha viridis,legacy,unknown,,Grasshopper.,Wed Aug 21 1935,1935-08-21,1935-08-21,"North America, United States, Indiana, LaPorte County",Smith,FROM SPECIMEN: Smith [Galena Township],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
313,ekrimmel,2017.10.11682,,,,[CHAS:Mamm]2017.10,Dichromorpha viridis,legacy,unknown,,Grasshopper.,Tue Aug 04 1936,1936-08-04,1936-08-04,"North America, United States, Indiana, Porter County",Dune Acres,FROM SPECIMEN: Dune Acres,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
314,ekrimmel,2017.10.11683,,,,[CHAS:Mamm]2017.10,Dissosteira carolina,legacy,unknown,,Grasshopper.,July,1800-07-01,2017-07-31,"North America, United States, Illinois",northern Illinois,FROM SPECIMEN: Northern Illinois,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
315,ekrimmel,2017.10.11684,,,,[CHAS:Mamm]2017.10,Dissosteira carolina,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
316,ekrimmel,2017.10.11685,11,original identifier,self,[CHAS:Mamm]2017.10,Encoptolophus sordidus,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-03). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
317,ekrimmel,2017.10.11686,,,,[CHAS:Mamm]2017.10,Hadrotettix sp.,legacy,unknown,,Grasshopper.,August,1800-08-01,2017-08-31,"North America, United States, Colorado",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
318,ekrimmel,2017.10.11687,,,,[CHAS:Mamm]2017.10,Hippiscus sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
319,ekrimmel,2017.10.11688,,,,[CHAS:Mamm]2017.10,Hippiscus sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
320,ekrimmel,2017.10.11689,,,,[CHAS:Mamm]2017.10,Mermirini sp.,legacy,unknown,,Grasshopper.,9/1936,1936-09-01,1936-09-30,"North America, United States, New Jersey, Hunterdon County",Clinton,FROM SPECIMEN: Clinton,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
321,ekrimmel,2017.10.11690,235,original identifier,self,[CHAS:Mamm]2017.10,Mestobregma sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
322,ekrimmel,2017.10.11691,,,,[CHAS:Mamm]2017.10,Mestobregma sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing right hind leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
323,ekrimmel,2017.10.11692,,,,[CHAS:Mamm]2017.10,Mestobregma sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,"North America, United States, Texas",no specific locality recorded,[transcribed directly into formatted locality fields],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing both hind legs.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
324,ekrimmel,2017.10.11693,,,,[CHAS:Mamm]2017.10,Mestobregma sp.,legacy,unknown,,Grasshopper.,[no date recorded],1800,2018-01-20,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-10). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
325,ekrimmel,2017.10.11694,,,,[CHAS:Mamm]2017.10,Metaleptea brevicornis,legacy,unknown,,Grasshopper.,Mon Aug 11 1930,1930-08-11,1930-08-11,"North America, United States, North Carolina, Swain County",Bryson City,FROM SPECIMEN: Bryson City,Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),unchecked,1,in collection,,,,,,,,,,,sex,male,,unknown,,,,,,accepted place of collection
326,ekrimmel,2017.10.11695,,,,[CHAS:Mamm]2017.10,Metaleptea brevicornis,legacy,unknown,,Grasshopper.,Sat Aug 22 1936,1936-08-22,1936-08-22,"North America, United States, Indiana, LaPorte County",Smith,FROM SPECIMEN: Smith [Galena Township],Erica Krimmel,2017-05-20,unverified,,,,,unknown,collector,,,CHAS:Ento,"INTERNAL NOTES: Results from Original Catalog Book matching during Arctos migration: FIC specimen, no catalog number to match.  DATA HISTORY: Inventory catalogued/verified by Julia Colby (2010-03-04). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2017-05-20).",whole organism (pinned),Good. Missing left front leg.,1,in collection,,,,,,,,,,,sex,not recorded,2018-01-19,Erica Krimmel,,,,,,accepted place of collection
