COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,SPECIMEN_EVENT_TYPE
268,ekrimmel,1983.8.123,HIS-228,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: height = 77 mm.,,,,,description,SCIENTIFIC HISTORY. microscope-light; metal cylinder with a small bulb on one end and a black plastic (?) cup on the other.  Black cord with a 2-pronged plug.  Cord is decomposing-has white crystals growing on it.  Isolated in a plastic bag.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
269,ekrimmel,1983.8.124,HIS-229,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 7. Dimensions: diameter = 19 mm; height = 30 mm.,,,,,description,SCIENTIFIC HISTORY. microscope-light; small metal cylinder that holds a bulb.  Ha s a brown cord and a round plug.  Four light bulbs and a set of filters with lights.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
270,ekrimmel,1983.8.125,HIS-230,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-objective lens},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Winkel-Zeiss Gottingen,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 19 mm and 8 mm; depth = 43 mm.,verbatim collector,Winkel-Zeiss Gottingen,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-objective lens-Winkel Zeiss H.I. 90 Ap. 1.30-No. 111422; metal cylinder with a slightly tapered bottom end and a threaded top.  In a black, protective case.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
271,ekrimmel,1983.8.126,HIS-231,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-lens},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 31 mm; depth = 27 mm.,,,,,description,SCIENTIFIC HISTORY. microscope-lens; metal cylinder with a wide lip on one side and a lens in the other.  3.5 cm.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
272,ekrimmel,1983.8.127,HIS-232,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-accessories},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 4.,,,,,description,SCIENTIFIC HISTORY. microscope-accessories; 3 stage clips and 1 stage slide holder,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
273,ekrimmel,1983.8.128,HIS-233,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-connector},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Fair. Interior glass broken.,1,in collection,Number of Pieces: 2. Dimensions: diameter = 20 mm; depth = 30 mm.,,,,,description,"SCIENTIFIC HISTORY. microscope-connector; hollow cylinder with a screw on one side and a small opening that is threaded inside at a right angle to the screw.  Used to have a small piece of inside attached to the screw, but broke off.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
274,ekrimmel,1983.8.129,HIS-234,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-ring mount},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: diameter = 45 mm; depth = 12 mm.,,,,,description,SCIENTIFIC HISTORY. camera-ring mount; aluminum ring threaded inside.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
275,ekrimmel,1983.8.130,HIS-235,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-adapter},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-19,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box monolux illuminators and microscope accessories. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-19).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 30 mm; height = 30 mm; depth = 6 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-adapter; rectangular glass lens in a metal frame.  F=10 mm.  In original box.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
276,ekrimmel,1983.8.131,HIS-237,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {microscope-light},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,Swivelier,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In Bolex box with AO voltage selector. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-19). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Fair. Screws in clamp corroding.,1,in collection,Number of Pieces: 2. Dimensions: height = 87 mm.,verbatim collector,Swivelier,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. microscope-light-swivweler; white and gray metal cylinder to hold light bulb with a rectangular piece on one side to clamp it to a table, etc.  Gray cord with 2-pronged plug and an on/off switch.  Screw in clamp corroding-is light green and powdery to the touch.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
277,ekrimmel,1983.8.132,HIS-243,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {torch-acohol},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,"Hanau Engineering Company, Incorporated",maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-20). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 3. Dimensions: length = 75 mm; height = 190 mm.,verbatim collector,"Hanau Engineering Company, Inc.",Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. alcohol torch; black plastic cone with a triangular chamber above it.  On top of the triangular chamber is a wick and an L-shaped ""trigger"" which controls the flame.  In original box with an extra wick and a small conical cap.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
278,ekrimmel,1983.8.133,HIS-244,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {camera-film splicer},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-20,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-20). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-20).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 150 mm; height = 63 mm; depth = 87 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. camera-film splicer; gray metal object with a rectangular base.  Rising from each side of the base are a stacked series of hinged parts.  In original box with instruction manual.  For 16mm film.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,125,US dollar,Valued at $125 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
279,ekrimmel,1983.8.134,HIS-245,original identifier,self,[CHAS:Mamm]1983.8,unidentifiable {projection pointer},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2012-04-06,unverified,Ednalite,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-20). Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2012-04-06).,object,Good.,1,in collection,Number of Pieces: 3. Dimensions: diameter = 45 mm; depth = 355 mm.,verbatim collector,Ednalite,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. projection pointer; long, black tube with a plug in one end and a bulb and lens in the other.  Around the middle is a cylinder with decorative stripes engraved in it.  In a blue case that holds the power supply and an electrical cord.  Instruction manual also in case.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,value,75,US dollar,Valued at $75 in 1980.,Erica Krimmel,2017-02-20,place of manufacture
280,ekrimmel,2017.3.143,HIS-211,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {electrical cord-extension},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,Ampro,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 1.,verbatim collector,Ampro,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. electrical cord-extension; brown cord with an outlet for one 2-pronged plug and a 2-pronged plug.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
281,ekrimmel,2017.3.144,HIS-212,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {electrical cord-extension},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Possible scorching on outlets. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Fair.,1,in collection,Number of Pieces: 1.,verbatim collector,Underwriters,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. electrical cord-extension; white cord with outlets for three 2-pronged plugs and a 2-pronged plug.  Outlets have brown staining/scorching.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
282,ekrimmel,2017.3.145,HIS-214,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {electrical cord},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Fair. Tape around non-plug end.,1,in collection,Number of Pieces: 1. Dimensions: length = 500 mm.,,,,,description,SCIENTIFIC HISTORY. electrical cord; curly black cord with a 2-pronged plug that has one bent prong and a circular end that goes into some kind of machine.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
283,ekrimmel,2017.3.146,HIS-215,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {electrical plug},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 1335 mm.,verbatim collector,El?ronik,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. electrical plug; 2-pronged plug in a thick, white base with a thin, white cord that ends in a plastic piece with three holes.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
284,ekrimmel,2017.3.147,HIS-216,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {camera-mount},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-04-16,unverified,Bolex Paillard,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-04-16). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-04-16).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 100 mm; height = 175 mm.,verbatim collector,Bolex Paillard,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. camera-mount; silver and black handle supports a rectangular metal plate with a black ""trigger"" on front and a metal bolt sticking up from it.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
