COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,GUID_PREFIX,COLL_OBJECT_REMARKS,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_TYPE
431,ekrimmel,E2017C.1255,[CHAS:Mamm]E2017C,Equus quagga {Equus quagga burchellii},legacy,unknown,,Burchell's Zebra.,[no date recorded],1800,2017-12-06,"Africa, Zimbabwe",no specific locality recorded,"Zimbabwe, Africa",Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Donated in memory of Thomas E. Jeffrey. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Amber King (2010-02-18). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",1626,original identifier,self,,,,,,,skull,"Fair. 2010-01: freeze treated. 2010: needs to be cleaned, dermestid casings found on specimen. some flaking of skull, cranium wired to mandible. missing incisors, except PR, UR incisor.",1,in collection,"On label: ""Zebra Skull (Burchell's), Zimbabwe, Africa, Donated in Memory of: Thomas E. Jeffrey.""",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
432,ekrimmel,E2017C.1256,[CHAS:Mamm]E2017C,Equus quagga {Equus quagga burchellii},legacy,unknown,,Burchell's Zebra.,[no date recorded],1800,2017-12-06,"Africa, Zimbabwe",no specific locality recorded,"Zimbabwe, Africa",Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Donated in memory of Thomas E. Jeffrey. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Amber King (2010-02-18). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,"Fair. 2010-01: freeze treated. 2010: needs to be cleaned, dermestid casings found on specimen. some flaking of skull, cranium wired to mandible.",1,in collection,"Cranium and mandible. ""Zebra Skull (Burchell's), Zimbabwe, Africa, Donated in Memory of: Thomas E. Jeffrey"".  Orange plastic tag attached to cranium, #005 printed on it.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
435,ekrimmel,E2000A.14,[CHAS:Mamm]E2000A,Erethizon dorsatum,legacy,unknown,,North American Porcupine.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-06). Record last updated in Excel by Erica Krimmel on 2015-12-01.",USFW-644937,original identifier,self,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
434,ekrimmel,E2017C.1257,[CHAS:Mamm]E2017C,Erethizon dorsatum,legacy,Katie McComas,2010-04-30,North American Porcupine.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Katie McComas (2010-04-30). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Fair. 2017: incisor missing. Number of pieces: 7.,1,in collection,"Right half of mandible with molars only, 6 tooth shards possibly associated with this specimen.",,,,,,,,,,,,,,,,,,,,,,accepted place of collection
440,ekrimmel,E2017C.1258,[CHAS:Mamm]E2017C,Felis catus,legacy,Alvin So,2016-04-30,Cat (domestic).,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-07-30,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-04-30). Record last updated in Excel by Dawn R. Roberts on 2016-07-30.",MM103,original identifier,self,,,,,,,skull,Good. 2016-04-30: some teeth missing. Number of pieces: 2.,1,in collection,"Hand writen black on mandible and cranium right side ""MM103"".",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
441,ekrimmel,E2017C.1259,[CHAS:Mamm]E2017C,Felis catus,legacy,unknown,,Cat (domestic).,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by E. Chaisson (2009-03-01). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,Good. 2009: freeze treated. 2017: signs of dermestids.,1,in collection,"One full skeleton, unarticulated.",skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
448,ekrimmel,E2017C.1260,[CHAS:Mamm]E2017C,Panthera leo,legacy,unknown,,Lion.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by E. Chaisson (2009-03-01). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",471,original identifier,self,,,,,,,skull,"Poor. 2017: poorly prepared, edges of skull have deteriorated, missing several teeth, previous repair attempts with adhesive and tape. Number of pieces: 1.",1,in collection,Cranium only.,,,,,,,,,,sex,female,2017-12-06,unknown,,,,,,,,,accepted place of collection
449,ekrimmel,E2017C.1261,[CHAS:Mamm]E2017C,Panthera leo,legacy,unknown,,Lion.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by E. Chaisson (2009-03-01). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",,,,,,,,,,skull,Good. 2017: missing teeth. Number of pieces: 1.,1,in collection,"Cranium, teeth missing.",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
459,ekrimmel,E2017C.1262,[CHAS:Mamm]E2017C,Pan troglodytes,legacy,unknown,,Chimpanzee.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2015-06-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen received from Wayne University College of Medicine. Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Dawn R. Roberts on 2015-06-18.",117,original identifier,self,,,,,,,skull,Fair. 2017: loose teeth. Number of pieces: 3.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
465,ekrimmel,E2017C.1263,[CHAS:Mamm]E2017C,Lepus americanus,legacy,Dawn R. Roberts,2016-07-30,Snowshoe Hare.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-04-30). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",3B,original identifier,self,,,,,,,skull,Fair. 2016-04-30: bone inside left nasal cavity is missing. Number of pieces: 1.,1,in collection,"Skull, mandible glued to cranium.",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
463,ekrimmel,E2017C.1264,[CHAS:Mamm]E2017C,Lepus americanus,legacy,Dawn R. Roberts,2016-07-30,Snowshoe Hare.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-26). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",MM102,original identifier,self,,,,,,,skull,Good. 2016-03-26. Number of pieces: 1.,1,in collection,"Lower mandible is missing. Hand written black on correction fluid on skull ""MM102"".",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
461,ekrimmel,E2017C.1265,[CHAS:Mamm]E2017C,Lepus americanus,legacy,Dawn R. Roberts,2016-07-30,Snowshoe Hare.,[received date: prior to January 2016],1800,2015-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from unknown biological supply company. Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-12). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",,,,,,,,,,skull,Fair. 2016-03-12: teeth missing. left zygomatic arch broken. mandibles are hot glued together but right mandible is broken off. residual glue on braincase. nasals are slightly rasied. Number of pieces: 1.,1,in collection,Both sections of the skull are present. Likely to be comercially prepared.,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
462,ekrimmel,E2017C.1266,[CHAS:Mamm]E2017C,Lepus americanus,legacy,Dawn R. Roberts,2016-07-30,Snowshoe Hare.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from unknown biological supply company. Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-12). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",,,,,,,,,,skull,"Fair. 2016-03-12: incisor teeth missing and broken. zygomatic arches are broken; right zygomatic arch is hot glued back. mandibles hot glued together, hot glued onto skull. Number of pieces: 1.",1,in collection,Cranium has many sections where hot glue is applied.,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
464,ekrimmel,E2017C.1267,[CHAS:Mamm]E2017C,Lepus americanus,legacy,Dawn R. Roberts,2016-07-30,Snowshoe Hare.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-04-30). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",,,,,,,,,,skull,Poor. 2016-04-30: nasal bone is completely gone. Number of pieces: 1.,1,in collection,"Skull, mandible glued to cranium.",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
471,ekrimmel,E2017C.1268,[CHAS:Mamm]E2017C,Lepus capensis,legacy,unknown,,Cape Hare.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,"Fair. 2009: freeze treated. 2009: requires further preparation, signs of dermestids. Number of pieces: 266.",1,in collection,"2 skulls, 3 partial appendicular skeletons of Lepus capensis. Label note probably refers to this and other Lepus capensis box.","skeleton, partial",unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
472,ekrimmel,E2017C.1269,[CHAS:Mamm]E2017C,Lepus capensis,legacy,unknown,,Cape Hare.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-12-01,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Deaccessioned (Board approved) and transferred internally to Teaching Collection on October 26, 2010. DATA HISTORY: Inventoried by Katie McComas (2010-08-27). Record last updated in Excel by Erica Krimmel on 2015-12-01.",,,,,,,,,,skull,"Fair. 2009: freeze treated. 2009: requires further preparation, signs of dermestids. Number of pieces: 173.",1,in collection,,skeleton,unchecked,1,in collection,,,,,,,,,,,,,,,,,,accepted place of collection
473,ekrimmel,E2017C.1270,[CHAS:Mamm]E2017C,Lepus sp.,legacy,unknown,,Hare. Species in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-07-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from unknown biological supply company. Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-20). Record last updated in Excel by Erica Krimmel on 2015-07-18.",MM-102,original identifier,self,,,,,,,skull,unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
474,ekrimmel,E2017C.1271,[CHAS:Mamm]E2017C,Lepus sp.,legacy,unknown,,Hare. Species in question.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-07-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-20). Record last updated in Excel by Erica Krimmel on 2015-07-18.",MM-102,original identifier,self,,,,,,,skull,Good. 2009: mandibles glued to cranium; poorly prepared.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
490,ekrimmel,E2017C.1272,[CHAS:Mamm]E2017C,Sylvilagus floridanus,legacy,unknown,,Eastern Cottontail.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2017-10-07,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2017. EXHIBIT AND LOAN HISTORY: L2017.14, Public Engagement program, 2017-09-07 to 2017-09-30. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Dawn R. Roberts on 2017-10-07.",11,original identifier,self,,,,,,,skull,"Good. 2017-09-07: proper right zygomatic arch broken, both auditory bulla broken. mandible separated at front mid point.",1,in collection,Cranium and mandible (in two pieces).,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
494,ekrimmel,E2017C.1273,[CHAS:Mamm]E2017C,Sylvilagus floridanus,legacy,Dawn R. Roberts,2016-07-30,Eastern Cottontail.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-04-30). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",2C,original identifier,self,,,,,,,skull,Good. 2016-04-30: some teeth missing. Number of pieces: 3.,1,in collection,Cranium,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
491,ekrimmel,E2017C.1274,[CHAS:Mamm]E2017C,Sylvilagus floridanus,legacy,Dawn R. Roberts,2016-07-30,Eastern Cottontail.,[received date: prior to January 2016],1800,2015-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from unknown biological supply company. Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-12). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",,,,,,,,,,skull,Fair. 2016-03-12: left zygomatic arch is broken. brain case is broken. Number of pieces: 1.,1,in collection,Both sections of the skull are present. Likely to be comercially prepared.,,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
492,ekrimmel,E2017C.1275,[CHAS:Mamm]E2017C,Sylvilagus floridanus,legacy,Dawn R. Roberts,2016-07-30,Eastern Cottontail.,[received date: prior to January 2016],1800,2015-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Skulls Unlimited. Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-12). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",,,,,,,,,,skull,Good. 2016-03-12: right auditory meatus has something strange inside it. Number of pieces: 1.,1,in collection,"Both sections of the skull are present. Tag inside of bag ""Skulls Unlimited, Cottontail Rabbit""",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
493,ekrimmel,E2017C.1276,[CHAS:Mamm]E2017C,Sylvilagus floridanus,legacy,Dawn R. Roberts,2016-07-30,Eastern Cottontail.,[received date: prior to January 2016],1800,2015-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],Dawn R. Roberts,2016-12-10,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Specimen purchased from Skulls Unlimited. Found in PNNM Education Department. Incorporated into Teaching Collection, 2017. DATA HISTORY: Alvin So (2016-03-12). Record last updated in Excel by Dawn R. Roberts on 2016-12-10.",,,,,,,,,,skull,Good. 2016-03-12: coronoid and condyloid are broken and fractured on either side. Number of pieces: 1.,1,in collection,"Both sections of the skull are present. Tag inside of bag ""Skulls Unlimited, Cottontail Rabbit""",,,,,,,,,,,,,,age class,adult,2017-12-06,unknown,,,,,accepted place of collection
497,ekrimmel,E2017C.1277,[CHAS:Mamm]E2017C,Sylvilagus floridanus,legacy,John Keating,2015,Eastern Cottontail.,[no date recorded],1800,2017-12-06,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2015-07-18,unverified,unknown,collector,,,CHAS:Teach,"INTERNAL NOTES: Found in collection (FIC). Incorporated into Teaching Collection, 2015. DATA HISTORY: Inventoried by Amber King (2009-03-19). Record last updated in Excel by Erica Krimmel on 2015-07-18.",,,,,,,,,,skull,unchecked,1,in collection,Skull with many fragments.,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
