"ACCN_NUMBER","CRMK"
"2542","Unios living on muddy bottom in shallow water. Information from accession book. Academy collecting 6-11. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 11. Origin of material: Cayuga L., N.Y. [New York], South end, west of inlet."
"2543","In small brook, empyting into west-side of inlet. Information from accession book. Academy collecting 6-11. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 11. Origin of material: Cayuga L., N.Y. [New York], South end, west of inlet."
"2544","In swamps, east-side of inlet. Information from accession book. Academy collecting 6-11. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 11. Origin of material: Cayuga L., N.Y. [New York], South end, west of inlet."
"2545","Erie Canal, below lock 65, bank south side of canal. Information from accession book. Academy collecting 6-12. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 12. Origin of material: Eastern Wide Waters, Rochester, N.Y. [New York]."
"2546","In Genessee R.; water contaminated with sewage. Information from accession book. Academy collecting 6-14. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 14. Origin of material: Maplewood Park, Rochester, N.Y. [New York]."
"2547","Swampy part of Irondequoit Bay at boat landing. Information from accession book.  Academy collecting 6-14. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 14. Origin of material: Sea Breeze, L. Ontario, N.Y. [New York]."
"2548","In dry brook, west shore of the lake, north-side of R.R. tracks. Information from accession book. Academy collecting 6-15. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 15. Origin of material: Cayuga Lake, near Cayuga, N.Y. [New York]."
"2549","Shore near R.R. depot. Information from accession book. Academy collecting 6-15. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 15. Origin of material: Cayuga Lake, near Cayuga, N.Y. [New York]."
"2550","East shore, in marsh near small creek. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 17. Origin of material: Cayuga Lake, 4 mi. W. of Cayuga, N.Y. [New York]."
"2551","East-shore beach material. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 17. Origin of material: Cayuga Lake, 4 mi. S. of Cayuga, N.Y. [New York]."
"2552","On sandy bottom, in water from 6 in. to 4 ft. in depth. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 17. Origin of material: Cayuga Lake, 4 mi. S. of Cayuga, N.Y. [New York]."
"2553","R.R. embankment, S. exposure, near drawbridge, on rocks. Information from accession book. Academy collecting 6-17. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, June 17. Origin of material: Cayuga Lake, near Cayuga, N.Y. [New York]."
"2554","Information from accession book. Verbatim received from agent: A.A. Hinkley. Collected/created by Wilmer Hinkley. Origin of material: Boise, Idaho."
"2555","Wounded by cat 6-17-1907. Information from accession book. Verbatim received from agent: F.C. Baker. Collected/created by F.C. Baker. Origin of material: Rochester, New York."
"2556","Coll. October, 1906. Information from accession book. Verbatim received from agent: W.C. Newall. Collected/created by W.C. Newall, October 1906. Origin of material: Divide, Vilas Co. Wis. [Wisconsin]."
"2557","Information from accession book. Verbatim received from agent: L.E. Daniels. Collected/created by L.E. Daniels. Origin of material: La Porte, Indiana."
"2558","Information from accession book. Verbatim received from agent: J.H. Ferriss. Collected/created by J.H. Ferriss. Origin of material: near Joliet, Illinois."
"2559","Information from accession book. Verbatim received from agent: L.E. Daniels. Collected/created by L.E. Daniels. Origin of material: Lost Lake, La Porte Co., Ind. [Indiana]."
"2560","Information from accession book. Verbatim received from agent: L.E. Daniels. Collected/created by L.E. Daniels. Origin of material: Waterford, La Porte Co., Ind. [Indiana]."
"2561","Coll. July 7. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.M. Woodruff, July 7, 1907. Origin of material: Bass Lake, Indiana."
"2562","Coll. July 7. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.M. Woodruff, July 7, 1907. Origin of material: Bass Lake, Indiana."
"2563","Coll. July 16. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.M. Woodruff, July 16, 1907. Origin of material: Millers, Ind. [Indiana], west of track."
"2564","Information from accession book. Verbatim received from agent: Dr. McCoy. Origin of material: Alaska."
"2565","In old stone quarry, abandoned in 1872. Information from accession book. Verbatim received from agent: A.B. Wolcott. Collected/created by A.B. Wolcott. Origin of material: Lyons, Illinois."
"2567","Young, in down. Information from accession book. Verbatim agency associated with: Lincoln Park Com. [Commission]. Collected/created by F.M. Woodruff. Origin of material: Skokie Marsh [Illinois]."
"2568","Young, out of nest. Information from accession book. Verbatim received from agent: R.W. Purdy. Collected/created by R.W. Purdy. Origin of material: Lincoln Park [Chicago, Illinois]."
"2569","Young bird, one day old; nest. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1907. Origin of material: Millers, Indiana."
"2570","1 nest, 5 juv. birds. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.M. Woodruff. Origin of material: Log at Worth, Indiana."
"2571","Juvenile; coll. 7-16. Information from accession book. Verbatim received from agent: Joseph Bailey. Collected/created by Joseph Bailey, July 16, 1907. Origin of material: Lincoln Park [Chicago, Illinois]."
"2572","Information from accession book. Verbatim received from agent: N.W. Lermond. Collected/created by N.W. Lermond. Origin of material: Thomaston, Knox Co., Maine."
"2573","Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.M. Woodruff. Origin of material: Worth, Illinois."
"2574","Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1907. Origin of material: Millers, Indiana."
"2575","Head of Calumet River. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1907. Origin of material: Millers, Indiana."
"2576","Head of Calumet River. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker, 1907. Origin of material: Millers, Indiana."
"2577","On palm trees, near roots. Information from accession book. Verbatim received from agent: F.C. Baker. Collected/created by F.C. Baker. Origin of material: Botanical Garden, Bronx Park, N.Y. [New York]."
"2578","In small brook, in summer garden. Information from accession book. Verbatim received from agent: F.C. Baker. Collected/created by F.C. Baker. Origin of material: near Botanical Garden, Bronx Park, N.Y. [New York]."
"2579","Information from accession book. Verbatim received from agent: William Richards. Collected/created by William Richards. Origin of material: Chicago [Illinois]."
"2580","On beach. Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker. Origin of material: Millers, Indiana."
"2581","Information from accession book. Field Day, 1907. Verbatim received from agent: Chicago Academy of Sciences. Collected/created by F.C. Baker. Origin of material: Calumet River, Millers, Ind. [Indiana]."
"2582","Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by F.C. Baker, F.M. Woodruff. Origin of material: Shore of Grant Lake, Chicago [Illinois]."
