guid,ASSIGNED_BY_AGENT,ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTING_METHOD,COLLECTING_SOURCE,VERIFICATIONSTATUS,HABITAT,VERBATIM_DATE,VERBATIM_LOCALITY,COLL_EVENT_REMARKS,BEGAN_DATE,ENDED_DATE,LOCALITY_ID,SPEC_LOCALITY,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,HIGHER_GEOG,no_verbatim_coordinates,LOCALITY_REMARKS,MAX_DEPTH,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,MIN_DEPTH,ORIG_LAT_LONG_UNITS,DATUM,DEC_LAT,DEC_LONG,DEPTH_UNITS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS
CHAS:Inv:12316,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12317,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12318,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Dupage feeder; FROM ORIGINAL CATALOG BOOK: Du Page Feeder,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10885934,,,,,,,,,,,,,,,,,,
CHAS:Inv:12319,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12320,Anna Chinn,2019-03-07,"A peculiar, flat land snail.",collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12321,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Du Page Feeder,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10885934,,,,,,,,,,,,,,,,,,
CHAS:Inv:12322,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-03]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-03,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12323,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-03]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-03,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12324,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-03]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-03,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12325,Anna Chinn,2019-03-07,One of the largest of the Pupa shells.,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-03]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-03,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12326,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-03]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-03,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12337,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-03]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-03,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12339,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-02-05]","FROM SPECIMEN: Thunderhead Mt; FROM ORIGINAL CATALOG BOOK: Thunderhead Mountain, Tenn. [Tennessee]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-05,10885738,,,,,,,,,,,,,,,,,,
CHAS:Inv:12343,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]","FROM SPECIMEN: Rock Run; FROM ORIGINAL CATALOG BOOK: Rock Run, Joliet",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10885950,,,,,,,,,,,,,,,,,,
CHAS:Inv:12344,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-02-16]","FROM SPECIMEN: San Mateo Mts; FROM ORIGINAL CATALOG BOOK: San Mateo Mountains, New Mexico",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-16,10885572,,,,,,,,,,,,,,,,,,
CHAS:Inv:12345,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-02-16]","FROM ORIGINAL CATALOG BOOK: LaBelle, New Mexico FROM SPECIMEN LABEL: LaBelle, New Mexico",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-02-16,10884912,,,,,,,,,,,,,,,,,,
CHAS:Inv:12348,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1902-10-02]","FROM ORIGINAL CATALOG BOOK: Near Teluride, Colorado",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1902-10-02,10886590,,,,,,,,,,,,,,,,,,
CHAS:Inv:12349,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM ORIGINAL CATALOG BOOK: Joliet [Illinois] FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12351,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1901-07-01]",FROM SPECIMEN: Watling Island [Bahamas]; FROM ORIGINAL CATALOG BOOK: Watling Island [San Salvador Island],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1901-07-01,10884880,,,,,,,,,,,,,,,,,,
CHAS:Inv:12352,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Hickory Creek; FROM ORIGINAL CATALOG BOOK: Hickory Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10884922,,,,,,,,,,,,,,,,,,
CHAS:Inv:12357,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]",FROM ORIGINAL CATALOG BOOK: Joliet FROM SPECIMEN LABEL: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12359,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12360,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12362,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12363,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12364,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12365,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12366,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12367,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]","FROM SPECIMEN: Lockport; FROM ORIGINAL CATALOG BOOK: Lockport, Ills. [Illinois]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10885593,,,,,,,,,,,,,,,,,,
CHAS:Inv:12368.2,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Joliet; FROM ORIGINAL CATALOG BOOK: Joliet,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10760190,,,,,,,,,,,,,,,,,,
CHAS:Inv:12369,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Hickory Creek; FROM ORIGINAL CATALOG BOOK: Hickory Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10884922,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.30,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.31,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.32,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.33,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.34,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.35,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.36,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.37,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.38,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.39,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.40,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.41,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.42,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.43,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.44,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.45,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1916.3620.46,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1916-02-26]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1916-02-26,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:8280,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Potomac River; FROM ORIGINAL CATALOG BOOK: Potomac River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885459,,,,,,,,,,,,,,,,,,
CHAS:Inv:8281,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Black Warrior River; FROM ORIGINAL CATALOG BOOK: Black Warrior River, Ala. [Alabama]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885519,,,,,,,,,,,,,,,,,,
CHAS:Inv:8282,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Coosa River; FROM ORIGINAL CATALOG BOOK: Coosa River, Alabama",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885111,,,,,,,,,,,,,,,,,,
CHAS:Inv:8283,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Coosa River; FROM ORIGINAL CATALOG BOOK: Coosa River, Alabama",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885111,,,,,,,,,,,,,,,,,,
CHAS:Inv:8284,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Gold Hills; FROM ORIGINAL CATALOG BOOK: Gold Hills, California",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10886121,,,,,,,,,,,,,,,,,,
CHAS:Inv:8286,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1901-09-01]","FROM SPECIMEN: Lake Paw Paw; FROM ORIGINAL CATALOG BOOK: Paw Paw Lake, Michigan",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1901-09-01,10885464,,,,,,,,,,,,,,,,,,
CHAS:Inv:8287,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Coosa River; FROM ORIGINAL CATALOG BOOK: Coosa River, Alabama",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885111,,,,,,,,,,,,,,,,,,
CHAS:Inv:8288,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Ohio; FROM ORIGINAL CATALOG BOOK: Ohio,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10482953,,,,,,,,,,,,,,,,,,
CHAS:Inv:8289,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Tennessee; FROM ORIGINAL CATALOG BOOK: Tennessee,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10479814,,,,,,,,,,,,,,,,,,
CHAS:Inv:8291,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Virgina; FROM ORIGINAL CATALOG BOOK: Virginia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10094994,,,,,,,,,,,,,,,,,,
CHAS:Inv:8292,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Alabama River; FROM ORIGINAL CATALOG BOOK: Alabama River, Ala. [Alabama]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885495,,,,,,,,,,,,,,,,,,
CHAS:Inv:8293,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Tennessee; FROM ORIGINAL CATALOG BOOK: Tennessee,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10479814,,,,,,,,,,,,,,,,,,
CHAS:Inv:8294,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]","FROM SPECIMEN: Black Warrior River; FROM ORIGINAL CATALOG BOOK: Black Warrior River, Ala. [Alabama]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885519,,,,,,,,,,,,,,,,,,
CHAS:Inv:8295,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1879-03-05]",FROM SPECIMEN: Ohio; FROM ORIGINAL CATALOG BOOK: Ohio,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1879-03-05,10482953,,,,,,,,,,,,,,,,,,
CHAS:Inv:8297,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-10-28]","FROM SPECIMEN: Little Tennessee; FROM ORIGINAL CATALOG BOOK: Little Tennessee River, Tenn. [Tennessee]",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-10-28,10885536,,,,,,,,,,,,,,,,,,
CHAS:Inv:8298,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: East Tennessee; FROM ORIGINAL CATALOG BOOK: East Tennessee,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885533,,,,,,,,,,,,,,,,,,
